"Region","Species","Cscore","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"IL","Euphorbia vermiculata",0,NA,NA,"c4","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Eurybia furcata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Eurybia macrophylla",9,"wind","fruit","c3","forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Eurybia schreberi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Euthamia graminifolia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Euthamia gymnospermoides",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Eutrochium fistulosum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Eutrochium maculatum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Eutrochium purpureum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fagus grandifolia",8,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","high","medium","low","high"
"IL","Fallopia scandens",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Festuca paradoxa",6,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Festuca subverticillata",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Filipendula rubra",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fimbristylis autumnalis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fimbristylis dichotoma",6,"self",NA,"c4","forb",NA,"annual",NA,NA,"herbaceous",NA,"high",NA,NA
"IL","Fimbristylis puberula ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fimbristylis vahlii",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Fleischmannia incarnata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Floerkea proserpinacoides",7,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Forestiera acuminata",6,"animal",NA,"c3","woody","moderate","perennial",NA,"yes","woody","high","low","low","high"
"IL","Fragaria vesca",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fragaria virginiana",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Frasera caroliniensis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fraxinus americana",4,"wind","seed","c3","tree","moderate","perennial",NA,"yes","woody","low","medium","low","low"
"IL","Fraxinus nigra",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fraxinus pennsylvanica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Fraxinus profunda",8,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"IL","Fraxinus quadrangulata",6,"wind",NA,"c3","tree","moderate",NA,NA,NA,"woody",NA,"medium",NA,NA
"IL","Froelichia floridana ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gaillardia aestivalis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Galactia regularis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Galearis spectabilis",7,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Galium aparine",0,"animal","seed","c3","forb","fast","annual","seed","no","herbaceous","low","low","low","low"
"IL","Galium asprellum",7,NA,NA,NA,"forb","fast","perennial",NA,"no","herbaceous","high","low","low","high"
"IL","Galium circaezans",4,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Galium concinnum",4,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Galium labradoricum",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Galium lanceolatum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Galium obtusum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Galium pilosum",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Galium tinctorium",6,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Galium trifidum",10,"animal",NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","medium","low","low","medium"
"IL","Galium triflorum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Galium virgatum",10,"wind",NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gamochaeta purpurea",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gaultheria procumbens",9,"animal",NA,"c3","shrub","slow","perennial",NA,"yes","woody","high","medium","low","high"
"IL","Gaylussacia baccata",8,"animal",NA,"c3","shrub","slow","perennial",NA,"yes","woody","high","medium","low","high"
"IL","Gentiana alba",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gentiana andrewsii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gentiana clausa",10,NA,NA,NA,"forb","fast","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Gentiana puberulenta",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gentiana saponaria",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gentianella quinquefolia ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gentianopsis crinita",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gentianopsis virgata",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Geranium bicknellii",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Geranium carolinianum",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Geranium maculatum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Geranium robertianum",9,"human","seed","c3","forb",NA,"annual","seed","no","herbaceous","medium","high",NA,"medium"
"IL","Geum aleppicum",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Geum canadense",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Geum laciniatum",2,NA,NA,"c3","forb","fast","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Geum rivale",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Geum triflorum",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Geum vernum",1,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Geum virginianum",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gillenia stipulata",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gillenia trifoliata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Glandularia canadensis",7,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gleditsia aquatica",9,"water",NA,"c3","woody",NA,"perennial",NA,"no","woody","medium","low","low","medium"
"IL","Gleditsia triacanthos",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Glyceria borealis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Glyceria canadensis",10,"wind",NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","low","low","low"
"IL","Glyceria grandis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Glyceria septentrionalis",6,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Glyceria striata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gonolobus suberosus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Goodyera pubescens",7,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gratiola aurea",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gratiola neglecta",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gratiola virginiana",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Gymnadeniopsis clavellata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gymnocarpium dryopteris",10,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"IL","Gymnocarpium robertianum",10,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"IL","Gymnocladus dioicus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Gymnopogon ambiguus",10,NA,NA,"c4","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hackelia deflexa ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hackelia virginiana",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Halesia carolina",10,"self",NA,"c3","tree","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"IL","Hamamelis virginiana",8,"self",NA,NA,"tree","slow","perennial",NA,"yes","woody","medium","medium","low","medium"
"IL","Hedeoma hispida",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hedeoma pulegioides",4,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helenium amarum",0,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helenium autumnale",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Helenium flexuosum",4,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","low","low","low","low"
"IL","Helianthus angustifolius",10,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Helianthus decapetalus",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Helianthus divaricatus",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helianthus giganteus",9,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helianthus grosseserratus",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Helianthus hirsutus",5,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helianthus microcephalus",8,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helianthus mollis",7,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helianthus occidentalis",7,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helianthus pauciflorus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Helianthus silphioides",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Helianthus strumosus",3,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Helianthus tuberosus",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heliopsis helianthoides",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heliotropium tenellum",10,"wind",NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Anemone acutiloba",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Anemone americana ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heracleum sphondylium",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hesperostipa spartea",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heteranthera limosa",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heteranthera reniformis",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Heterotheca camporum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heterotheca subaxillaris",2,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Heuchera americana ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heuchera parviflora ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Heuchera richardsonii ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hexalectris spicata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hibiscus laevis",4,NA,NA,"c3","forb","moderate","perennial",NA,"yes","herbaceous","medium","medium","low","medium"
"IL","Hibiscus moscheutos",6,"water",NA,"c3","forb","fast","perennial",NA,"no","herbaceous","low","low","low","low"
"IL","Hieracium canadense",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hieracium gronovii",5,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hieracium longipilum",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hieracium scabrum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hippuris vulgaris",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hordeum pusillum",0,NA,NA,"c3","graminoid","fast","annual",NA,"no","herbaceous","low","low","medium","low"
"IL","Hottonia inflata",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Houstonia caerulea",7,NA,NA,NA,"forb",NA,NA,NA,NA,"semi-woody",NA,NA,NA,NA
"IL","Houstonia longifolia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Houstonia purpurea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Houstonia pusilla",3,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hudsonia tomentosa",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Humulus lupulus",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Huperzia lucidula",10,NA,NA,NA,NA,NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Huperzia porophila",10,NA,NA,NA,NA,NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hybanthus concolor",7,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hydrangea arborescens",6,NA,NA,NA,"shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"IL","Hydrastis canadensis",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hydrocotyle ranunculoides",5,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hydrolea uniflora",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hydrophyllum appendiculatum",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hydrophyllum canadense",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hydrophyllum macrophyllum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hydrophyllum virginianum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hylotelephium telephioides",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hymenopappus scabiosaeus",9,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Tetraneuris acaulis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypericum adpressum",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypericum ascyron",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypericum canadense",8,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous","low",NA,NA,"low"
"IL","Hypericum densiflorum",10,NA,NA,NA,"shrub","slow","perennial",NA,"yes","woody","high","low","low","high"
"IL","Hypericum denticulatum",9,NA,NA,NA,"forb","slow","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Hypericum drummondii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypericum ellipticum",5,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hypericum gentianoides",6,NA,NA,NA,"forb","fast","annual",NA,"no","herbaceous","medium","low","low","medium"
"IL","Hypericum gymnanthum",9,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Hypericum kalmianum",10,NA,NA,NA,"shrub",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"IL","Hypericum lobocarpum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypericum majus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypericum mutilum",5,NA,NA,"c3","forb","moderate","perennial",NA,NA,"herbaceous","medium","low","low","medium"
"IL","Hypericum prolificum",6,NA,NA,NA,"shrub","moderate","perennial",NA,"no","woody","medium","low","low","medium"
"IL","Hypericum pseudomaculatum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypericum punctatum",3,"wind",NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Hypericum sphaerocarpum",5,"wind",NA,NA,"forb",NA,"perennial",NA,NA,NA,NA,NA,NA,NA
"IL","Hypopitys monotropa",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Hypoxis hirsuta",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Ilex decidua",6,"animal",NA,"c3","woody","fast","perennial",NA,"yes","woody","high","medium","low","high"
"IL","Ilex mucronata",10,NA,NA,NA,"woody",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"IL","Ilex verticillata",9,"animal",NA,"c3","shrub","moderate","perennial",NA,"yes","woody","medium","low","low","medium"
"IL","Iliamna remota",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Impatiens capensis",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Impatiens pallida",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Iodanthus pinnatifidus",6,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Ionactis linariifolia",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Ipomoea lacunosa",1,NA,NA,"c3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Ipomoea pandurata",2,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Iresine rhizomatosa",8,NA,NA,"c4","forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Iris brevicaulis",9,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Iris cristata",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Iris fulva",9,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Iris virginica",5,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","low","low","high"
"IL","Isoetes butleri",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Isoetes engelmannii",9,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Isoetes melanopoda",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Isolepis carinata",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Isotria medeoloides",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Isotria verticillata",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Itea virginica",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Iva annua",0,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Jeffersonia diphylla",10,"animal",NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Juglans cinerea",7,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","low","low","low"
"IL","Juglans nigra",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus acuminatus",4,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Juncus alpinoarticulatus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus articulatus",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus balticus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus biflorus",5,NA,NA,"c3","graminoid","fast","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Juncus brachycarpus",5,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Juncus brachycephalus",9,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Juncus bufonius",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus canadensis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus diffusissimus",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Juncus dudleyi",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus effusus ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus greenei",7,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Juncus interior",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus marginatus",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus nodatus",6,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Juncus nodosus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus scirpoides",9,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Juncus secundus",6,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"IL","Juncus tenuis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus torreyi",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juncus vaseyi",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Juniperus communis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juniperus communis ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juniperus horizontalis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Juniperus virginiana",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Justicia americana",6,NA,NA,NA,"forb","fast","perennial",NA,"no","herbaceous","high","low","low","high"
"IL","Justicia ovata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Koeleria macrantha",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Krigia biflora",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Krigia caespitosa",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Krigia dandelion",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Krigia virginica",4,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Kyllinga pumila",0,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Lactuca biennis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Lactuca canadensis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Lactuca floridana",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Lactuca hirsuta ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Lactuca ludoviciana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Landoltia punctata",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Laportea canadensis",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Larix laricina",10,"wind",NA,"c3","tree","fast","perennial",NA,"no","woody","low","low","low","low"
"IL","Lathyrus japonicus ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
