"Region","Species","Cscore","SLA_no_pet","SLA_with_pet","LDMC","LeafN","Veg_height","Plant_lifespan_yrs","Seed_dry_mass","Germ_rate","Drought_tol_Mpa","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"IL","Cardamine laciniata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Cardamine parviflora",2,36.646,32.364,0.166592857142857,NA,0.175714285714286,1,0.106,NA,NA,"multi","seed","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Cardamine pensylvanica",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Cardamine pratensis ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex aggregata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex alata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex albolutescens",9,NA,NA,NA,NA,1.18872,NA,NA,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex albursina",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex alopecoidea",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex amphibola",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex annectens",3,15.4150198,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex aquatilis",6,14.6709553324316,14.0589663587895,0.391806262943562,31.5975786988848,0.808392,NA,0.449357894736842,69.5,NA,"water","seed","c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"IL","Carex arkansana",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex atherodes",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex atlantica",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex aurea",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex bebbii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex bicknellii",8,NA,NA,0.342244890933,NA,0.94544,NA,1.327,NA,NA,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex blanda",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex brevior",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex bromoides",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex brunnescens ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex bushii",4,NA,NA,NA,NA,0.6096,NA,2.56,NA,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex buxbaumii",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex canescens",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex careyana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex caroliniana",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex cephaloidea",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex cephalophora",3,NA,NA,NA,NA,0.74624,NA,0.318,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex chordorrhiza",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex communis",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex comosa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex conjuncta",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex conoidea",10,NA,NA,NA,NA,0.7,NA,0.796,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex crawei",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex crawfordii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit","c3","graminoid",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex crinita",8,32.9517967914438,NA,0.2125,17.1441296028137,0.510155,NA,0.6679,73,NA,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex cristatella",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex crus-corvi",6,NA,NA,NA,NA,0.9144,NA,1.2,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","low","low","medium"
"IL","Carex cryptolepis",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex cumulata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex davisii",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex debilis",10,NA,NA,NA,NA,0.9144,NA,NA,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex decomposita",10,NA,NA,NA,NA,1.3716,NA,NA,NA,NA,NA,NA,NA,"graminoid","fast","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex diandra",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex digitalis",8,NA,NA,NA,NA,0.5,NA,1.558,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex disperma",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex eburnea",9,NA,NA,NA,NA,0.4,NA,0.354,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex echinata",10,13.5,18.664,0.368127718693333,NA,0.27072,NA,0.738644444444444,91,NA,"water","seed","c3","graminoid","slow","perennial","seed","no","herbaceous","low","medium","low","low"
"IL","Carex emoryi",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex festucacea",6,NA,NA,NA,NA,NA,NA,1.06,50,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex flaccosperma",10,NA,NA,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex foenea",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex formosa",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex frankii",4,NA,NA,NA,NA,0.6096,NA,1.25,NA,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex garberi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex gigantea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex glaucodea",5,NA,NA,NA,NA,0.6,NA,1.515,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex gracilescens",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex gracillima",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex granularis",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex gravida",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex grayi",6,NA,NA,NA,NA,0.9572,NA,13.2081428571429,NA,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex grisea",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex haydenii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex hirsutella",5,NA,16.793426724569,0.440833333333333,NA,0.360725,NA,1.26,NA,NA,"wind",NA,NA,"graminoid",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex hirtifolia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex hitchcockiana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex hyalinolepis",4,NA,NA,NA,NA,1.2192,NA,NA,NA,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","medium","medium","medium","medium"
"IL","Carex hystericina",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex interior",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex intumescens",9,NA,NA,NA,NA,0.9572,NA,10.7,NA,NA,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex jamesii",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex lacustris",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex laeviconica",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex laevivaginata",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex lasiocarpa",10,11.444,10.284,0.366792941176471,18.1,0.775,NA,4.65521538461538,NA,NA,"water","seed","c3","graminoid",NA,"perennial","vegetative",NA,"herbaceous","low",NA,NA,"low"
"IL","Carex laxiculmis",8,NA,NA,NA,NA,0.55,NA,1.635,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex laxiflora",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex leavenworthii",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex leptalea",10,NA,NA,NA,NA,0.4786,NA,0.366,NA,NA,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex limosa",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex longii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex louisianica",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex lupuliformis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex lupulina",5,NA,NA,NA,14.4000947237015,0.499052903225806,NA,5.07,1,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex lurida",7,NA,NA,NA,18.0071451514959,0.40032375,NA,1.164,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex meadii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex molesta",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex muehlenbergii",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex muskingumensis",6,NA,NA,NA,NA,0.9144,NA,0.54,89.25,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex nigromarginata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex normalis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex oligocarpa",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex oligosperma",10,19,NA,NA,NA,0.9,NA,4.25485714285714,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex oxylepis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex pallescens",10,11.1420543533901,29.788,0.464574714795009,17.0674116357167,0.541904761904762,NA,1.3415,91,NA,"water","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"IL","Carex pedunculata",10,NA,NA,0.338145137573333,NA,NA,NA,NA,NA,NA,"animal",NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex pellita",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex pensylvanica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex plantaginea",10,NA,NA,NA,NA,0.55,NA,2.314,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex platyphylla",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex prairea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex prasina",10,NA,NA,NA,NA,0.70104,NA,NA,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex projecta",4,23.3372228704784,NA,NA,23.94,0.6096,NA,0.19,76,NA,NA,NA,"c3","graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex radiata",5,NA,NA,NA,NA,NA,NA,5.93,NA,NA,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex reniformis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex retroflexa",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex retrorsa",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex richardsonii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex rosea",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex sartwellii",5,NA,NA,0.350216542955,NA,1.2,NA,0.465857142857143,100,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex scoparia",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex shortiana",4,NA,NA,NA,NA,0.9144,NA,NA,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex socialis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex sparganioides",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex sprengelii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex squarrosa",5,NA,NA,NA,NA,0.9144,NA,NA,NA,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex sterilis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex stipata",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex straminea",10,NA,NA,NA,NA,0.9144,NA,NA,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex striatula",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex stricta",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex suberecta",7,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex swanii",8,NA,25.8640330459885,0.448761904761905,NA,0.27189,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex tenera",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex tetanica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex texensis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex tonsa",8,NA,NA,NA,NA,0.1,NA,1.4,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex torta",8,NA,NA,NA,NA,0.85344,NA,NA,NA,NA,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex tribuloides",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex trichocarpa",6,NA,NA,NA,NA,1.0668,NA,NA,NA,NA,NA,NA,"c3","graminoid","fast","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"IL","Carex trisperma",10,NA,NA,NA,13,0.63956,NA,0.97,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex tuckermanii",10,25.5754475703325,NA,NA,19.04,NA,NA,5.5,77,NA,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex typhina",6,NA,NA,NA,NA,0.6096,NA,1.47,NA,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"IL","Carex umbellata",6,NA,NA,NA,NA,0.15,NA,1.028,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex utriculata",9,NA,12.5641495106449,NA,10.2966666666667,1.0668,NA,0.99,90,NA,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"IL","Carex vesicaria",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex virescens",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex viridula",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex vulpinoidea",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carex willdenowii",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex woodii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"IL","Carex x subimpressa",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Carpinus caroliniana",6,27.649346526642,30.1247727272727,NA,18.1909090909091,8.49040701754386,52.75,20.3346053324624,NA,NA,"wind",NA,"c3","tree","slow","perennial",NA,"no","woody","high","low","low","high"
"IL","Carya aquatica",10,NA,NA,NA,NA,31.457,175,2703.79500465525,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","medium","medium","low","medium"
"IL","Carya cordiformis",4,16.1290322580645,29.0918291435511,0.270750776992222,20.3333333333333,30.5397647058824,220,2852.22872432425,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","low","medium","low","low"
"IL","Carya glabra",5,15.9166144101141,20.4658261563865,0.287178028240769,17.1407407407407,19.1646076923077,300,3489.17305951679,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","low","medium","low","low"
"IL","Carya illinoinensis",6,NA,NA,NA,21.4,43.33125,300,4012.57429762991,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","low","low","low","low"
"IL","Carya laciniosa",7,NA,NA,NA,NA,31.6047384615385,325,15257.8763937986,NA,NA,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"IL","Carya ovata",4,20.8333333333333,22.5926418836767,0.290968637902333,20.32005,27.8830322580645,300,4361.87580405563,NA,NA,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"IL","Carya pallida",10,NA,NA,NA,NA,25.56,281.25,5473.66,NA,NA,"animal",NA,"c3","tree","slow",NA,NA,NA,"woody",NA,"medium",NA,NA
"IL","Carya texana",8,NA,19.9778333379635,0.2751536281444,NA,37.7604,281.25,5473.66,NA,NA,"animal",NA,"c3","tree","slow",NA,NA,NA,"woody",NA,"medium",NA,NA
"IL","Carya tomentosa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Castanea dentata",9,NA,25.6097272727273,NA,21.754,24.0965,300,3536.46065722609,NA,NA,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","low","low","low"
"IL","Castilleja coccinea",8,NA,24.07251012,0.158043694,NA,0.272144905660377,NA,0.0735169508562238,NA,NA,"wind",NA,NA,"forb","fast","annual",NA,"no","herbaceous","high","low","low","high"
"IL","Castilleja sessiliflora",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","Catalpa speciosa",0,NA,NA,NA,21.6,19.1713777777778,200,19.7733431061873,NA,NA,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","low","low","low"
